structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,brain,reg_num,top_level,region_clean,R,A,S,vertex,mm_to_surf
4034,8,4825,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",992896,56,67,53,42.1,27.6,24.0,10021,4028.0,CTX,middle frontal gyrus,36.5,37.0,29.0,18788,-0.265689
4040,8,4833,CX,trIFG,"inferior frontal gyrus, triangular part, right",992895,58,70,54,39.9,26.3,20.5,10021,4035.0,CTX,inferior frontal gyrus,34.5,36.0,26.0,18497,-0.128507
4080,8,4841,CX,fro,"frontal operculum, right",992867,62,80,54,35.5,25.9,8.8,10021,4078.0,CTX,frontal operculum,30.5,36.0,16.0,11256,-0.158016
4274,8,4849,CX,SIG,"short insular gyri, right",992864,64,83,54,33.3,25.7,5.2,10021,4272.0,CTX,short insular gyri,28.5,36.0,13.0,10986,0.108878
4088,12,4802,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",992898,151,58,88,-64.0,-12.0,37.9,10021,4085.0,CTX,postcentral gyrus,-58.5,2.0,38.0,17869,1.910143
4089,12,4810,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",992899,138,83,87,-49.2,-11.7,8.4,10021,4085.0,CTX,postcentral gyrus,-45.5,3.0,13.0,17359,0.060774
4166,12,4818,CX,HG,"Heschl's gyrus, left",992901,135,86,88,-45.8,-12.8,5.0,10021,4165.0,CTX,Heschl's gyrus,-42.5,2.0,10.0,31489,-0.617129
4172,12,4826,CX,PLT,"planum temporale, left",992900,143,86,88,-54.8,-13.0,5.0,10021,4171.0,CTX,planum temporale,-50.5,2.0,10.0,31701,0.018837
4017,12,4857,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",992760,55,52,80,43.4,-1.3,44.3,10021,4010.0,CTX,precentral gyrus,37.5,10.0,44.0,5639,0.320289
4018,12,4865,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",993785,48,47,83,51.2,-4.2,50.5,10021,4010.0,CTX,precentral gyrus,44.5,7.0,49.0,5348,-0.473701
4092,12,4881,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",992758,39,64,83,61.5,-4.7,30.5,10021,4085.0,CTX,postcentral gyrus,53.5,7.0,32.0,17897,-0.125382
4093,12,4889,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",992757,35,65,83,66.0,-4.7,29.3,10021,4085.0,CTX,postcentral gyrus,57.5,7.0,31.0,17794,0.154883
4015,18,4866,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",997583,99,34,112,-5.7,-36.3,68.6,10021,4010.0,CTX,precentral gyrus,-6.5,-22.0,62.0,4243,0.691489
4073,18,4874,CX,PCLa-s,"paracentral lobule, anterior part, left, superior bank of gyrus",997594,94,38,111,0.0,-35.3,63.8,10021,4071.0,CTX,"paracentral lobule, anterior part",-1.5,-21.0,58.0,4279,0.399302
4074,18,4882,CX,PCLa-i,"paracentral lobule, anterior part, left, inferior bank of gyrus",997595,101,52,109,-7.8,-33.8,47.1,10021,4071.0,CTX,"paracentral lobule, anterior part",-8.5,-19.0,44.0,4223,-0.107075
4087,18,4890,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",997582,100,32,112,-6.8,-36.2,70.9,10021,4085.0,CTX,postcentral gyrus,-7.5,-22.0,64.0,4077,-0.411541
4102,18,4842,CX,SPL-i,"superior parietal lobule, right, inferior bank of gyrus",997552,61,52,121,37.2,-46.1,48.3,10021,4096.0,CTX,superior parietal lobule,31.5,-31.0,44.0,14488,-0.025642
4109,18,4850,CX,SMG-s,"supramarginal gyrus, right, superior bank of gyrus",997551,59,58,121,39.5,-46.3,41.3,10021,4104.0,CTX,supramarginal gyrus,33.5,-31.0,38.0,13906,-0.950612
4102,18,4858,CX,SPL-i,"superior parietal lobule, right, inferior bank of gyrus",997553,60,49,120,38.3,-44.9,51.8,10021,4096.0,CTX,superior parietal lobule,32.5,-30.0,47.0,14521,-1.619648
4048,8,4629,CX,GRe,"gyrus rectus, left",993250,104,99,54,-11.4,24.3,-13.6,10021,4047.0,CTX,gyrus rectus,-11.5,36.0,-3.0,21196,0.130548
4045,6,4643,CX,orIFG,"inferior frontal gyrus, orbital part, left",984942,128,88,44,-38.5,35.2,-1.7,10021,4035.0,CTX,inferior frontal gyrus,-35.5,46.0,8.0,11386,-0.90014
4248,12,4670,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",992966,75,117,86,21.7,-10.7,-31.6,10021,,,,17.5,4.0,-21.0,0,
4178,12,4834,CX,PLP,"planum polare, left",992902,132,92,89,-42.4,-14.1,-2.0,10021,4177.0,CTX,planum polare,-39.5,1.0,4.0,31197,0.346297
4265,16,7376,CX,CA3,"CA3 field, right",1032337,80,99,108,16.2,-34.1,-8.3,10021,12894.0,HIPP,CA3 field,12.5,-18.0,-3.0,0,
4266,16,7384,CX,CA4,"CA4 field, right",1032338,81,100,108,15.1,-34.2,-9.4,10021,12895.0,HIPP,CA4 field,11.5,-18.0,-4.0,0,
4285,16,7305,CX,TCd,"tail of caudate nucleus, right",1042435,62,96,109,36.3,-34.8,-4.6,10021,12901.0,STR,tail of the caudate nucleus,30.5,-19.0,0.0,0,
4286,16,7313,CX,BCd,"body of caudate nucleus, right",1042479,76,76,101,20.4,-25.5,18.1,10021,12899.0,STR,body of the caudate nucleus,16.5,-11.0,20.0,0,
4644,12,7335,CX,ARH,"arcuate nucleus of the hypothalamus, left",1036733,99,98,85,-5.4,-9.4,-9.4,10021,4633.0,HYPO,tuberal region,-6.5,5.0,-2.0,0,
4659,12,7343,CX,ARH,"arcuate nucleus of the hypothalamus, right",1036734,89,98,89,5.8,-13.5,-9.0,10021,4633.0,HYPO,tuberal region,3.5,1.0,-2.0,0,
4256,16,7421,CX,CA3,"CA3 field, left",1025259,116,95,111,-24.2,-37.9,-3.3,10021,12894.0,HIPP,CA3 field,-23.5,-21.0,1.0,0,
4417,16,7477,CX,DTLv,"lateral group of nuclei, left, ventral division",1047902,109,76,102,-16.6,-27.2,18.2,10021,12925.0,THAL,"lateral group of nuclei, ventral division",-16.5,-12.0,20.0,0,
4335,12,7366,CX,ATZ,"amygdalohippocampal transition zone, right",1009684,85,103,89,10.4,-13.7,-14.9,10021,4328.0,AMYG,amygdalohippocampal transition zone,7.5,1.0,-7.0,0,
4573,12,7382,CX,PVH,"paraventricular nucleus of the hypothalamus, left",1036730,95,89,84,-1.0,-7.8,1.1,10021,12905.0,HYPO,paraventricular nucleus of the hypothalamus,-2.5,6.0,7.0,0,
4604,12,7390,CX,PVH,"paraventricular nucleus of the hypothalamus, right",1036736,92,88,83,2.3,-6.7,2.2,10021,12905.0,HYPO,paraventricular nucleus of the hypothalamus,0.5,7.0,8.0,0,
4596,12,7303,CX,LHA,"lateral hypothalamic area, anterior region, left",1036731,99,92,85,-5.5,-9.1,-2.3,10021,12904.0,HYPO,"lateral hypothalamic area, anterior region",-6.5,5.0,4.0,0,
4627,12,7311,CX,LHA,"lateral hypothalamic area, anterior region, right",1036737,89,90,85,5.7,-8.9,0.0,10021,12904.0,HYPO,"lateral hypothalamic area, anterior region",3.5,5.0,6.0,0,
4598,12,7319,CX,AHA,"anterior hypothalamic area, left",1045386,98,93,85,-4.3,-9.1,-3.5,10021,12902.0,HYPO,anterior hypothalamic area,-5.5,5.0,3.0,0,
4629,12,7327,CX,AHA,"anterior hypothalamic area, right",1045385,91,92,87,3.5,-11.2,-2.1,10021,12902.0,HYPO,anterior hypothalamic area,1.5,3.0,4.0,0,
4637,12,7359,CX,VMH,"ventromedial hypothalamic nucleus, left",1036732,99,96,85,-5.4,-9.3,-7.0,10021,4633.0,HYPO,tuberal region,-6.5,5.0,0.0,0,
4652,12,7367,CX,VMH,"ventromedial hypothalamic nucleus, right",1036735,90,95,89,4.7,-13.4,-5.4,10021,4633.0,HYPO,tuberal region,2.5,1.0,1.0,0,
4382,12,7334,CX,LA,"lateral nucleus, right",1009486,69,110,86,28.3,-10.4,-23.4,10021,4378.0,AMYG,lateral nucleus,23.5,4.0,-14.0,0,
4542,12,7342,CX,PrOR,"preoptic region, left",1036729,96,87,84,-2.2,-7.8,3.5,10021,4541.0,HYPO,preoptic region,-3.5,6.0,9.0,0,
4556,12,7350,CX,PrOR,"preoptic region, right",1009485,90,87,82,4.5,-5.5,3.3,10021,4541.0,HYPO,preoptic region,2.5,8.0,9.0,0,
4593,12,7358,CX,SO,"supraoptic nucleus, left",1009711,102,96,85,-8.8,-9.3,-7.0,10021,12907.0,HYPO,supraoptic nucleus,-9.5,5.0,0.0,0,
4464,16,7501,CX,DTLd,"lateral group of nuclei, right, dorsal division",1042460,76,88,105,20.5,-30.3,4.4,10021,12924.0,THAL,"lateral group of nuclei, dorsal division",16.5,-15.0,8.0,0,
4260,16,7352,CX,S,"subiculum, right",1028034,81,103,109,15.1,-35.4,-12.9,10021,12896.0,HIPP,subiculum,11.5,-19.0,-7.0,0,
4263,16,7360,CX,CA1,"CA1 field, right",1032341,77,101,109,19.6,-35.2,-10.5,10021,12892.0,HIPP,CA1 field,15.5,-19.0,-5.0,0,
4264,16,7368,CX,CA2,"CA2 field, right",1032306,76,98,108,20.7,-34.0,-7.1,10021,12893.0,HIPP,CA2 field,16.5,-18.0,-2.0,0,
4506,16,7398,CX,R,"reticular nucleus of thalamus, left",1026445,114,79,106,-22.1,-31.8,15.0,10021,4504.0,THAL,ventral thalamus,-21.5,-16.0,17.0,0,
4146,12,7493,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",992976,48,113,83,51.8,-6.8,-27.2,10021,4140.0,CTX,middle temporal gyrus,44.5,7.0,-17.0,21458,0.195414
4217,24,5151,CX,SOG-s,"superior occipital gyrus, right, superior bank of gyrus",1011989,72,71,162,25.6,-91.8,30.0,10021,4212.0,CTX,superior occipital gyrus,20.5,-72.0,25.0,23356,0.130919
4286,15,7301,CX,BCd,"body of caudate nucleus, right",1033339,75,73,96,21.4,-19.9,21.1,10021,12899.0,STR,body of the caudate nucleus,17.5,-6.0,23.0,0,
4450,15,7309,CX,DTA,"anterior group of nuclei, right",1033338,87,75,94,7.9,-18.0,18.6,10021,12920.0,THAL,anterior group of nuclei,5.5,-4.0,21.0,0,
4455,15,7317,CX,DTM,"medial group of nuclei, right",1033336,87,82,97,8.0,-21.6,10.6,10021,12927.0,THAL,medial group of nuclei,5.5,-7.0,14.0,0,
4487,15,7325,CX,ILr,"rostral group of intralaminar nuclei, right",1033337,82,78,96,13.6,-20.2,15.3,10021,12929.0,THAL,rostral group of intralaminar nuclei,10.5,-6.0,18.0,0,
4492,15,7333,CX,ILc,"caudal group of intralaminar nuclei, right",1033335,84,87,100,11.5,-25.0,5.1,10021,12921.0,THAL,caudal group of intralaminar nuclei,8.5,-10.0,9.0,0,
4512,15,7341,CX,R,"reticular nucleus of thalamus, right",1033389,73,83,99,23.8,-23.5,9.7,10021,4504.0,THAL,ventral thalamus,19.5,-9.0,13.0,0,
4455,15,7349,CX,DTM,"medial group of nuclei, right",1036746,86,82,97,9.2,-21.6,10.6,10021,12927.0,THAL,medial group of nuclei,6.5,-7.0,14.0,0,
4282,15,7375,CX,BCd,"body of caudate nucleus, left",1035181,114,64,98,-22.4,-22.5,31.9,10021,12899.0,STR,body of the caudate nucleus,-21.5,-8.0,32.0,0,
4395,15,7383,CX,DTA,"anterior group of nuclei, left",1035188,100,72,95,-6.7,-19.3,22.2,10021,12920.0,THAL,anterior group of nuclei,-7.5,-5.0,24.0,0,
4400,15,7391,CX,DTM,"medial group of nuclei, left",1035187,103,81,100,-9.9,-25.1,12.1,10021,12927.0,THAL,medial group of nuclei,-10.5,-10.0,15.0,0,
4432,15,7304,CX,ILr,"rostral group of intralaminar nuclei, left",1035185,103,72,96,-10.0,-20.4,22.3,10021,12929.0,THAL,rostral group of intralaminar nuclei,-10.5,-6.0,24.0,0,
4437,15,7312,CX,ILc,"caudal group of intralaminar nuclei, left",1035186,108,83,103,-15.4,-28.6,10.0,10021,12921.0,THAL,caudal group of intralaminar nuclei,-15.5,-13.0,13.0,0,
4506,15,7224,CX,R,"reticular nucleus of thalamus, left",1035167,115,76,103,-23.3,-28.4,18.3,10021,4504.0,THAL,ventral thalamus,-22.5,-13.0,20.0,0,
4507,15,7232,CX,ZI,"zona incerta, left",1044284,113,91,107,-20.9,-33.3,1.0,10021,4504.0,THAL,ventral thalamus,-20.5,-17.0,5.0,0,
4400,15,7344,CX,DTM,"medial group of nuclei, left",1036869,102,81,100,-8.7,-25.1,12.1,10021,12927.0,THAL,medial group of nuclei,-9.5,-10.0,15.0,0,
4291,12,7357,CX,Acb,"nucleus accumbens, left",1041560,99,88,85,-5.5,-9.0,2.4,10021,4290.0,STR,nucleus accumbens,-6.5,5.0,8.0,0,
4301,12,7373,CX,SptN,"septal nuclei, left",1041581,93,79,83,1.1,-6.3,12.8,10021,,,,-0.5,7.0,17.0,0,
4304,12,7381,CX,SptN,"septal nuclei, right",1041582,89,80,81,5.6,-4.1,11.4,10021,,,,3.5,9.0,16.0,0,
4307,12,7389,CX,SI,"substantia innominata, left",1003200,95,80,83,-1.1,-6.4,11.6,10021,,,,-2.5,7.0,16.0,0,
4314,12,7302,CX,SI,"substantia innominata, right",1003201,86,81,82,9.0,-5.2,10.3,10021,,,,6.5,8.0,15.0,0,
4346,12,7310,CX,BLA,"basolateral nucleus, right",1009487,74,108,87,22.7,-11.5,-20.9,10021,4341.0,AMYG,basolateral nucleus,18.5,3.0,-12.0,0,
4355,12,7318,CX,BMA,"basomedial nucleus, right",1009489,78,105,88,18.2,-12.5,-17.3,10021,4350.0,AMYG,basomedial nucleus,14.5,2.0,-9.0,0,
4371,12,7326,CX,COMA,"cortico-medial group, right",1009685,80,100,88,15.9,-12.3,-11.4,10021,4366.0,AMYG,cortico-medial group,12.5,2.0,-4.0,0,
4254,16,7405,CX,CA1,"CA1 field, left",1025261,116,98,112,-24.1,-39.1,-6.7,10021,12892.0,HIPP,CA1 field,-23.5,-22.0,-2.0,0,
4255,16,7413,CX,CA2,"CA2 field, left",1025260,118,95,112,-26.4,-39.1,-3.2,10021,12893.0,HIPP,CA2 field,-25.5,-22.0,1.0,0,
4257,16,7429,CX,CA4,"CA4 field, left",1025284,115,96,111,-23.0,-37.9,-4.5,10021,12895.0,HIPP,CA4 field,-22.5,-21.0,0.0,0,
4258,16,7437,CX,DG,"dentate gyrus, left",1025285,114,96,111,-21.9,-37.9,-4.5,10021,,,,-21.5,-21.0,0.0,0,
4281,16,7445,CX,TCd,"tail of caudate nucleus, left",1026442,124,92,113,-33.1,-40.1,0.4,10021,12901.0,STR,tail of the caudate nucleus,-31.5,-23.0,4.0,0,
4450,16,7321,CX,DTA,"anterior group of nuclei, right",1027161,86,79,101,9.2,-25.8,14.6,10021,12920.0,THAL,anterior group of nuclei,6.5,-11.0,17.0,0,
4472,16,7329,CX,DTLv,"lateral group of nuclei, right, ventral division",1034202,68,92,107,29.5,-32.5,-0.1,10021,12925.0,THAL,"lateral group of nuclei, ventral division",24.5,-17.0,4.0,0,
4483,16,7337,CX,DTP,"posterior group of nuclei, right",1034283,80,91,105,16.1,-30.5,0.9,10021,12928.0,THAL,posterior group of nuclei,12.5,-15.0,5.0,0,
4487,16,7345,CX,ILr,"rostral group of intralaminar nuclei, right",1046076,86,84,103,9.2,-28.2,8.9,10021,12929.0,THAL,rostral group of intralaminar nuclei,6.5,-13.0,12.0,0,
4495,16,7353,CX,LGd,"dorsal lateral geniculate nucleus, right",1044958,77,95,107,19.5,-32.8,-3.6,10021,12922.0,THAL,dorsal lateral geneiculate nucleus,15.5,-17.0,1.0,0,
4499,16,7361,CX,MG,"medial geniculate complex, right",1044974,84,95,106,11.6,-31.9,-3.8,10021,12926.0,THAL,medial geniculate complex,8.5,-16.0,1.0,0,
4512,16,7369,CX,R,"reticular nucleus of thalamus, right",1028593,69,86,106,28.4,-31.2,6.9,10021,4504.0,THAL,ventral thalamus,23.5,-16.0,10.0,0,
4499,16,7377,CX,MG,"medial geniculate complex, right",1046083,83,95,106,12.8,-31.8,-3.8,10021,12926.0,THAL,medial geniculate complex,9.5,-16.0,1.0,0,
4251,16,7397,CX,S,"subiculum, left",1025262,111,98,110,-18.5,-36.9,-6.9,10021,12896.0,HIPP,subiculum,-18.5,-20.0,-2.0,0,
4282,16,7453,CX,BCd,"body of caudate nucleus, left",1026444,111,71,102,-18.9,-27.1,24.0,10021,12899.0,STR,body of the caudate nucleus,-18.5,-12.0,25.0,0,
4409,16,7469,CX,DTLd,"lateral group of nuclei, left, dorsal division",1047901,112,87,107,-19.8,-33.2,5.7,10021,12924.0,THAL,"lateral group of nuclei, dorsal division",-19.5,-17.0,9.0,0,
4432,16,7485,CX,ILr,"rostral group of intralaminar nuclei, left",1047900,105,81,102,-12.1,-27.3,12.3,10021,12929.0,THAL,rostral group of intralaminar nuclei,-12.5,-12.0,15.0,0,
4902,6,4993,CX,IRoG,"inferior rostral gyrus, right",983536,88,98,41,6.3,38.8,-13.7,10021,4900.0,CTX,inferior rostral gyrus,4.5,49.0,-2.0,21344,-0.642825
4080,8,5001,CX,fro,"frontal operculum, right",992867,61,80,54,36.6,25.9,8.8,10021,4078.0,CTX,frontal operculum,31.5,36.0,16.0,11256,-0.64288
4114,20,4918,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",997871,131,69,141,-40.8,-69.9,30.2,10021,4111.0,CTX,angular gyrus,-38.5,-51.0,27.0,15937,-0.438114
4142,20,4926,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",997872,134,71,142,-44.2,-71.1,28.0,10021,4140.0,CTX,middle temporal gyrus,-41.5,-52.0,25.0,15742,0.801281
4143,20,4934,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",997874,134,75,143,-44.1,-72.4,23.4,10021,4140.0,CTX,middle temporal gyrus,-41.5,-53.0,21.0,15660,-1.323205
4142,20,4942,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",997873,132,71,142,-41.9,-71.1,28.0,10021,4140.0,CTX,middle temporal gyrus,-39.5,-52.0,25.0,15783,1.290156
4154,14,5009,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",998457,35,106,94,66.5,-18.3,-17.8,10021,4147.0,CTX,inferior temporal gyrus,57.5,-4.0,-10.0,21636,2.799231
4120,20,4909,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",997818,98,34,127,-4.4,-52.6,70.1,10021,4118.0,CTX,precuneus,-5.5,-37.0,62.0,12574,-0.769248
4121,20,4917,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",997819,96,50,126,-2.0,-52.1,51.1,10021,4118.0,CTX,precuneus,-3.5,-36.0,46.0,13069,-0.727137
4123,20,4925,CX,Pcu-s,"precuneus, right, superior lateral bank of gyrus",997816,92,38,128,2.4,-53.8,65.5,10021,4118.0,CTX,precuneus,0.5,-38.0,58.0,12482,1.207476
4117,20,4933,CX,AnG-i,"angular gyrus, right, inferior bank of gyrus",997853,49,65,134,50.9,-60.6,34.4,10021,4111.0,CTX,angular gyrus,43.5,-44.0,31.0,16440,-0.246115
4146,20,4949,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",997849,54,93,137,45.6,-65.0,1.7,10021,4140.0,CTX,middle temporal gyrus,38.5,-47.0,3.0,15138,-0.328412
4155,20,4957,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",997848,53,95,137,46.8,-65.1,-0.6,10021,4147.0,CTX,inferior temporal gyrus,39.5,-47.0,1.0,15087,0.383674
4124,20,4965,CX,Pcu-i,"precuneus, right, inferior lateral bank of gyrus",997857,85,71,130,10.6,-57.1,26.8,10021,4118.0,CTX,precuneus,7.5,-40.0,25.0,26118,-0.185723
4186,20,4973,CX,Cun-pest,"cuneus, left, peristriate",997862,97,77,126,-2.8,-53.2,19.4,10021,4184.0,CTX,cuneus,-4.5,-36.0,19.0,26140,-1.098037
4193,20,4981,CX,LiG-pest,"lingual gyrus, left, peristriate",997864,105,94,138,-11.5,-67.1,0.6,10021,4191.0,CTX,lingual gyrus,-12.5,-48.0,2.0,24799,-0.128563
4194,20,4989,CX,LiG-str,"lingual gyrus, left, striate",997863,99,88,134,-4.9,-62.4,7.2,10021,4191.0,CTX,lingual gyrus,-6.5,-44.0,8.0,25255,-1.76361
4197,20,4902,CX,LiG-str,"lingual gyrus, right, striate",997859,82,84,134,14.1,-61.9,12.0,10021,4191.0,CTX,lingual gyrus,10.5,-44.0,12.0,25621,-0.143782
4241,20,4910,CX,CgGr-i,"cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",997858,72,80,133,25.3,-60.5,16.6,10021,4235.0,CTX,"cingulate gyrus, retrosplenial part",20.5,-43.0,16.0,25909,-0.073414
4153,20,4950,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",997900,56,100,137,43.5,-65.3,-6.5,10021,4147.0,CTX,inferior temporal gyrus,36.5,-47.0,-4.0,23753,-0.018258
4196,20,4958,CX,LiG-pest,"lingual gyrus, right, peristriate",997897,86,92,136,9.7,-64.5,2.7,10021,4191.0,CTX,lingual gyrus,6.5,-46.0,4.0,25107,0.121632
4203,20,4966,CX,OTG-s,"occipito-temporal gyrus, right, superior bank of gyrus",997899,57,103,137,42.4,-65.5,-10.1,10021,4198.0,CTX,occipito-temporal gyrus,35.5,-47.0,-7.0,23885,-0.106619
4204,20,4974,CX,OTG-i,"occipito-temporal gyrus, right, inferior bank of gyrus",997898,73,98,137,24.4,-65.6,-4.2,10021,4198.0,CTX,occipito-temporal gyrus,19.5,-47.0,-2.0,24703,1.425989
4149,20,4982,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",997957,140,95,144,-50.6,-74.4,-0.1,10021,4147.0,CTX,inferior temporal gyrus,-47.5,-54.0,1.0,23669,-0.738671
4150,20,4990,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",997956,144,95,144,-55.1,-74.4,-0.1,10021,4147.0,CTX,inferior temporal gyrus,-51.5,-54.0,1.0,23528,0.241227
4019,14,5017,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",998405,60,33,91,37.8,-12.6,67.7,10021,4010.0,CTX,precentral gyrus,32.5,-1.0,63.0,5665,1.245531
4020,14,5025,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",998404,53,54,92,45.8,-14.4,43.1,10021,4010.0,CTX,precentral gyrus,39.5,-2.0,42.0,5291,-1.650755
4092,14,5033,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",998403,50,52,93,49.2,-15.4,45.6,10021,4085.0,CTX,postcentral gyrus,42.5,-3.0,44.0,8133,-0.323575
4093,14,5041,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",998402,48,44,94,51.3,-16.1,55.1,10021,4085.0,CTX,postcentral gyrus,44.5,-4.0,52.0,7941,-0.799791
4012,12,5066,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",995243,126,47,79,-36.2,-1.3,50.0,10021,4010.0,CTX,precentral gyrus,-33.5,11.0,49.0,5499,1.413727
4167,12,5026,CX,HG,"Heschl's gyrus, right",995072,54,98,83,45.0,-6.3,-9.5,10021,4165.0,CTX,Heschl's gyrus,38.5,7.0,-2.0,31242,0.579112
4179,12,5034,CX,PLP,"planum polare, right",995073,57,102,83,41.7,-6.5,-14.2,10021,4177.0,CTX,planum polare,35.5,7.0,-6.0,31030,0.768763
4271,12,5042,CX,LIG,"long insular gyri, right",995074,55,88,83,43.8,-6.0,2.2,10021,4269.0,CTX,long insular gyri,37.5,7.0,8.0,10435,1.47508
4289,12,5050,CX,Pu,"putamen, right",995068,68,83,84,29.2,-7.1,8.2,10021,4287.0,STR,putamen,24.5,6.0,13.0,0,
4298,12,5058,CX,GPe,"globus pallidus, external segment, right",995067,73,85,84,23.6,-7.3,5.8,10021,12897.0,GP,"globus pallidus, external segment",19.5,6.0,11.0,0,
4023,12,5049,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",993142,100,49,79,-7.1,-0.9,47.7,10021,4021.0,CTX,superior frontal gyrus,-7.5,11.0,47.0,1869,1.648473
4026,12,5057,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",993139,86,51,75,8.6,3.6,44.9,10021,4021.0,CTX,superior frontal gyrus,6.5,15.0,45.0,1978,1.382177
4223,12,5065,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",993141,100,54,79,-7.0,-1.1,41.8,10021,4221.0,CTX,"cingulate gyrus, frontal part",-7.5,11.0,42.0,2315,-0.420537
4224,12,5073,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",993140,95,60,79,-1.4,-1.2,34.7,10021,4221.0,CTX,"cingulate gyrus, frontal part",-2.5,11.0,36.0,2569,0.322835
4226,12,5081,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",993138,86,55,76,8.6,2.4,40.3,10021,4221.0,CTX,"cingulate gyrus, frontal part",6.5,14.0,41.0,2364,0.488243
4227,12,4994,CX,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",993137,88,64,79,6.5,-1.3,30.0,10021,4221.0,CTX,"cingulate gyrus, frontal part",4.5,11.0,32.0,2684,-2.830846
4282,12,5002,CX,BCd,"body of caudate nucleus, left",995477,101,72,81,-8.0,-4.0,20.8,10021,12899.0,STR,body of the caudate nucleus,-8.5,9.0,24.0,0,
4286,12,5010,CX,BCd,"body of caudate nucleus, right",995474,78,73,83,17.9,-5.8,19.9,10021,12899.0,STR,body of the caudate nucleus,14.5,7.0,23.0,0,
9222,12,5018,CX,cc,corpus callosum,995484,87,68,81,7.7,-3.6,25.5,10021,,,,5.5,9.0,28.0,0,
4012,10,7105,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",978417,138,70,70,-49.6,7.4,22.0,10021,4010.0,CTX,precentral gyrus,-45.5,20.0,26.0,19515,-1.322879
4117,18,7113,CX,AnG-i,"angular gyrus, right, inferior bank of gyrus",997607,36,68,125,65.4,-50.6,30.0,10021,4111.0,CTX,angular gyrus,56.5,-35.0,28.0,8337,0.836691
4248,14,5161,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",1009764,67,113,94,30.7,-19.2,-26.1,10021,,,,25.5,-4.0,-17.0,0,
4187,24,5144,CX,Cun-str,"cuneus, left, striate",1012032,105,92,164,-11.2,-95.4,5.5,10021,4184.0,CTX,cuneus,-12.5,-74.0,4.0,24774,0.137364
4094,16,5138,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",1010596,59,34,105,39.1,-27.9,67.9,10021,4085.0,CTX,postcentral gyrus,33.5,-15.0,62.0,7675,0.235959
4113,22,5118,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1011440,119,62,150,-27.3,-79.2,39.4,10021,4111.0,CTX,angular gyrus,-26.5,-60.0,34.0,13525,-0.417159
4472,14,7121,CX,DTLv,"lateral group of nuclei, right, ventral division",1029329,79,84,89,16.9,-12.8,7.5,10021,12925.0,THAL,"lateral group of nuclei, ventral division",13.5,1.0,12.0,0,
4286,13,7129,CX,BCd,"body of caudate nucleus, right",1035533,81,73,88,14.6,-11.3,20.3,10021,12899.0,STR,body of the caudate nucleus,11.5,2.0,23.0,0,
4296,13,7137,CX,GPi,"globus pallidus, internal segment, left",1035534,110,86,93,-17.8,-17.8,5.5,10021,12898.0,GP,"globus pallidus, internal segment",-17.5,-3.0,10.0,0,
