GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
158219       9   15165842   15312358    517      56  150064       2.3468    0.0094668
6619         9   15417694   15471747    150      17  150064       3.6936   0.00011056
11168        9   15459064   15516003    159      21  150064       4.0236   2.8663e-05
203238       9   15547872   15976897   1260      18  150064      0.85621      0.19594
100129385    9   16198933   16281311    356      55  150064       1.0962      0.13649
54796        9   16404501   16875786   1474      80  150064       1.1741      0.12018
54875        9   17129989   17508921   1444      38  150064      0.34152      0.36636
6456         9   17573953   17802122   1104      58  150064      0.18652      0.42602
92949        9   18469079   18915948   1911     150  150064     -0.41791        0.662
158297       9   18922891   19038256    625      32  150064      0.97133      0.16569
10670        9   19044372   19056023     44       7  150064       1.1309      0.12905
54801        9   19048135   19107940    255      15  150064      0.68834      0.24562
123          9   19110759   19132604     62      13  150064      0.82558      0.20452
55667        9   19225763   19379137    463      26  150064       0.3567      0.36066
6194         9   19371253   19385272     23       6  150064     -0.83121      0.79707
340485       9   19403925   19457618    147      16  150064     -0.52487      0.70016
25769        9   19502450   19794059    935      73  150064     -0.27076      0.60671
4300         9   20336663   20627514    499      58  150064       1.0349      0.15035
54914        9   20653309   21000954    978      47  150064       1.8359     0.033185
401494       9   20998620   21036635    143      19  150064       1.3063     0.095733
3456         9   21072104   21082943     39      10  150064     -0.04555      0.51817
3467         9   21135631   21147144     36      10  150064      -1.0916      0.86249
3452         9   21160636   21171659     45       6  150064      0.22564      0.41074
3441         9   21181617   21192598     53       5  150064       1.1044      0.13471
3444         9   21196468   21207204     54      10  150064       2.9752    0.0014638
3446         9   21201180   21212142     74       6  150064        2.759    0.0028987
3449         9   21211372   21222310     78       6  150064       2.8509      0.00218
3451         9   21222242   21233221     58       5  150064       2.3962    0.0082825
3448         9   21234201   21244978     44       6  150064       2.2839     0.011189
3442         9   21299613   21310312     25       6  150064        3.299   0.00048518
55958        9   21326018   21340429     33       4  150064       3.0265    0.0012369
3443         9   21345317   21355886     36       6  150064       2.7995     0.002559
3447         9   21362371   21373075     50       5  150064       2.7794    0.0027232
3440         9   21379254   21390396     18       4  150064       1.7813     0.037433
3445         9   21404146   21415184     33       8  150064       2.7749    0.0027606
3439         9   21435453   21446315     39      11  150064       1.3684     0.085594
338376       9   21475838   21487312     38       8  150064      0.26478      0.39559
4507         9   21797635   21946040    300      29  150064       1.8681     0.030873
1029         9   21962751   21999490     53      14  150064       1.9316     0.026707
1030         9   21997902   22014312     28       7  150064      0.87658      0.19036
63951        9   22441840   22457472     46       9  150064     -0.65668      0.74431
1993         9   23685097   23831342    417      48  150064       2.2102     0.013546
100129669    9   24538193   24550889     33       4  150064     -0.30174      0.61858
286319       9   25671387   25683856     74      11  150064      -1.2729      0.89847
100506422    9   26061673   26123406    192      27  150064      0.79261        0.214
79886        9   26835683   26897826    167      24  150064       4.1111   1.9693e-05
9373         9   26898368   26952468    189      20  150064       3.1341   0.00086189
80173        9   26942037   27067931    327      25  150064       3.3237    0.0004441
64922        9   26988134   27010691     57      14  150064       3.4847   0.00024633
7010         9   27104147   27235172    757      67  150064       4.6845   1.4032e-06
54586        9   27279652   27302137    112      17  150064      0.16368      0.43499
79817        9   27320207   27535223    776      74  150064       2.3263     0.010001
56832        9   27519312   27531496     52       9  150064       2.0427      0.02054
203228       9   27541543   27578864    162      24  150064       1.1782      0.11936
158038       9   27943084   29217998   4851     174  150064        1.714     0.043267
48           9   32379601   32455834    198      33  150064      0.32719      0.37176
23586        9   32450300   32531322    204      21  150064       1.7016     0.044417
10210        9   32535542   32557626     35       8  150064       1.5776     0.057323
4712         9   32548524   32578182     65      12  150064       1.0308      0.15133
138474       9   32624452   32640667     14       5  150064       1.3401      0.09011
401498       9   32778497   32794199     36       8  150064      0.70656      0.23992
54840        9   32967604   33006639    126       8  150064       1.6608     0.048375
3301         9   33020209   33044905    100      13  150064       2.2991     0.010749
55234        9   33036850   33081714    136      18  150064       3.1337   0.00086305
2683         9   33105636   33172356    243      26  150064       1.3893     0.082366
27290        9   33235196   33253565     42       4  150064       2.5985    0.0046815
573          9   33247469   33269759     25       5  150064       2.8625    0.0021019
51510        9   33259877   33287067     30       6  150064       2.6525    0.0039948
4799         9   33285418   33376155    128      21  150064       2.8563    0.0021428
364          9   33379948   33407643     59      13  150064       1.6088     0.053834
360          9   33436152   33452631     60      18  150064     -0.27574      0.60863
65083        9   33456351   33478941     60      13  150064     -0.98349      0.83732
441459       9   33519347   33607658    272      38  150064      0.86039      0.19479
5646         9   33745464   33804229    165      23  150064       2.6354    0.0042014
54926        9   33812162   33925401    283      18  150064       1.8871     0.029573
55833        9   33916691   34053947    399      21  150064       1.9214     0.027342
25853        9   34081381   34131771    146      16  150064       2.7246    0.0032186
51271        9   34174003   34257521    183      18  150064      0.71422      0.23755
347240       9   34247378   34334198    179      18  150064      0.75861      0.22404
318          9   34324504   34348711     57      12  150064      0.79693      0.21275
57462        9   34363907   34381894     37      10  150064      0.93434      0.17506
84688        9   34374017   34402898     60      13  150064      0.16686      0.43374
203259       9   34393182   34463568    170      23  150064        1.128      0.12966
27019        9   34453750   34525987    130      21  150064       1.7405     0.040888
375704       9   34516040   34528037     18       7  150064       1.7726     0.038144
1271         9   34546425   34595713    147      24  150064       2.5313    0.0056823
138716       9   34605482   34617110     17       7  150064       1.2521      0.10526
11258        9   34608542   34625520     23       6  150064      0.54821      0.29177
138715       9   34616455   34633011     32       9  150064      0.76108      0.22331
10280        9   34629719   34642805     32       9  150064       1.5407     0.061694
2592         9   34641586   34655595     25       7  150064        1.269      0.10223
3590         9   34647182   34666899     35       9  150064       1.2297      0.10941
10850        9   34656893   34667689     21       7  150064      0.77242      0.21993
6363         9   34684567   34696274     27       6  150064       0.6989      0.24231
6366         9   34704002   34715164     39       9  150064       2.2457     0.012361
259308       9   34718050   34734535     47      10  150064       2.5696    0.0050901
23349        9   34952484   34987541     67      17  150064       2.8335    0.0023018
25822        9   34984638   35003430     22       9  150064       1.9079     0.028205
138724       9   35036102   35050988     29       9  150064       2.6318    0.0042468
7415         9   35051065   35077739     49       9  150064       2.5837    0.0048873
2189         9   35068833   35085043     30       9  150064       1.4476     0.073858
84720        9   35082028   35101598     45      10  150064       1.8908     0.029325
30968        9   35094888   35108184     27       6  150064       1.8355     0.033217
80256        9   35099118   35121338     42      13  150064       1.8463     0.032428
10497        9   35156976   35410334    391      28  150064        2.692    0.0035509
9853         9   35485007   35566895    127      22  150064       2.2976     0.010792
730112       9   35556827   35568896     24       8  150064        2.683    0.0036481
7016         9   35600281   35615038     33       9  150064       1.8852     0.029698
971          9   35604976   35623862     36      10  150064       1.4955     0.067386
27240        9   35644295   35655947     48      10  150064      0.79118      0.21442
203260       9   35653279   35666500     59       7  150064        0.283      0.38859
84904        9   35653872   35680863     83      10  150064      0.32287       0.3734
768          9   35668915   35686156     39      11  150064      0.13245      0.44732
7169         9   35676990   35695583     49      11  150064     -0.29494      0.61598
7094         9   35692334   35737392     66      16  150064     -0.64015      0.73896
10488        9   35727317   35742005     16       9  150064     -0.20258      0.58027
57704        9   35731863   35754925     30      12  150064     -0.53443      0.70348
9827         9   35744277   35758264     23       8  150064     -0.76042       0.7765
692094       9   35747987   35759274     20       6  150064     -0.74234      0.77106
4882         9   35784962   35814728     52       6  150064     -0.23787      0.59401
26206        9   35802782   35817269     21       7  150064     -0.15408      0.56123
84681        9   35807957   35820481     18       7  150064    -0.065944      0.52629
392307       9   35812014   35838372     43       9  150064      0.40774      0.34173
51754        9   35824222   35859844     63      11  150064      0.93527      0.17482
392309       9   35864460   35875398     33       9  150064       1.8319     0.033483
646962       9   35901189   35912138     41      13  150064       1.2831     0.099728
56656        9   35952105   35963151     34       8  150064      0.10338      0.45883
8434         9   36031910   36129452    225      26  150064      0.11733       0.4533
152007       9   36131730   36168910    124      27  150064     -0.84562      0.80112
881          9   36160990   36176331     51       7  150064      0.10332      0.45886
1211         9   36185853   36217059     72      13  150064      0.55192       0.2905
10020        9   36209438   36282053    194      20  150064      0.60338      0.27313
152006       9   36331395   36492568    268      29  150064       4.7367   1.0862e-06
9833         9   36567859   36682680    195      13  150064       1.7605     0.039163
5079         9   36828272   37039476    786      66  150064       4.5127   3.1997e-06
84186        9   37115161   37363146    343      22  150064       4.3939   5.5666e-06
9380         9   37417693   37441990     63      12  150064      0.89794      0.18461
9925         9   37433099   37470407     66      15  150064       1.3582     0.087202
64425        9   37480945   37508694    158       9  150064       1.5625     0.059083
26267        9   37505889   37581250    245      33  150064       1.4772     0.069814
401505       9   37583410   37597636     32       6  150064       1.9747     0.024149
22844        9   37646052   37751901    400      46  150064      0.25975      0.39753
158234       9   37748797   37783969    106      14  150064       1.0433      0.14841
51010        9   37774711   37790089     44       8  150064       1.0495      0.14697
79269        9   37795551   37872666    216       8  150064       1.5004      0.06676
92014        9   37872572   37909350     67      12  150064        2.455     0.007044
6461         9   37910895   38074210    457      24  150064       2.7957    0.0025893
219          9   38387661   38403662     76      26  150064       1.5795      0.05711
347252       9   38401525   38429444    157      23  150064      0.33963      0.36707
253650       9   38538190   38625626    121      25  150064     -0.58039      0.71917
79937        9   39065196   39293300     67       2  150064       1.5291     0.063116
5239         9   70966815   71150977    422      38  150064     -0.51632      0.69719
169693       9   71146496   71160783     22       7  150064      -0.3561      0.63912
8395         9   71315188   71629092    909      51  150064       2.1656     0.015169
116224       9   71389964   71403609     35       9  150064      0.52032      0.30142
5568         9   71622426   71640600     62      12  150064     -0.55914      0.71197
2395         9   71645479   71720094    302      17  150064       1.6379     0.050721
9414         9   71709875   71875124    632      51  150064       1.4416     0.074701
9413         9   71934287   72012372    287      29  150064       1.8933     0.029158
320          9   72037448   72292275    642      37  150064       2.8293    0.0023325
375743       9   72319438   72379916    110      15  150064     -0.12378      0.54925
138255       9   72430731   72526148    264      28  150064     -0.55862      0.71179
256691       9   72653435   72846899    568      18  150064       2.7048     0.003417
23137        9   72868878   72974789    258      17  150064        3.425   0.00030745
687          9   72994513   73034573     71      17  150064      0.35173      0.36252
80036        9   73138979   74066782   2945     127  150064       1.2108      0.11299
23670        9   74293282   74389373    370      30  150064      -1.0859      0.86125
51104        9   74472368   74531148     45       7  150064     -0.26791      0.60562
138241       9   74521190   74593373     89      17  150064     -0.41493       0.6609
138240       9   74661275   74692728     96      16  150064       3.3101   0.00046624
9615         9   74724511   74872140    423      33  150064       2.7448    0.0030278
7763         9   74961341   74985163     66       9  150064        0.303      0.38094
117531       9   75131717   75456267    987      32  150064     -0.22088      0.58741
216          9   75510578   75658633    287      29  150064      0.40684      0.34206
301          9   75761721   75790309     74      16  150064     -0.17271      0.56856
6096         9   77107252   77308534    455      40  150064       1.8287     0.033721
140803       9   77332411   77508010    332      41  150064       3.4815   0.00024931
55071        9   77556499   77572802     28      10  150064      0.32451      0.37278
138199       9   77590936   77648326    126      19  150064     -0.19169      0.57601
54981        9   77671116   77708133    165      24  150064       1.2752      0.10111
26578        9   77698398   77767114    263      28  150064      0.86223      0.19428
5125         9   78500560   78982255   1798     207  150064      0.96209        0.168
55312        9   78995433   79014444     75      15  150064      0.48452      0.31401
2650         9   79029752   79127332    394      32  150064       1.3739     0.084744
158471       9   79221292   79526136    973      86  150064     -0.26826      0.60575
442425       9   79629571   79640869     31       7  150064     -0.63598      0.73761
23230        9   79787269   80037399    697      28  150064       1.1303      0.12918
9630         9   80032995   80268232    711      93  150064     -0.68674      0.75388
2776         9   80330189   80651219    532      23  150064     -0.48611      0.68656
84131        9   80845978   80891799    101      16  150064     -0.64854      0.74168
29968        9   80906991   80950009    179      25  150064      -1.1815       0.8813
7091         9   82181878   82346658    317      29  150064       2.8115    0.0024656
7088         9   84193598   84308596    397      79  150064      0.82973      0.20335
389762       9   84553415   84570009      8       4  150064       1.7908      0.03666
389763       9   84598687   84615171     27      10  150064       2.2327     0.012783
158158       9   85589500   85683043    179      16  150064     -0.15637      0.56213
257019       9   85852905   86158348   1236      85  150064        1.189      0.11722
414328       9   86232964   86264045     89      14  150064       1.1078      0.13398
29979        9   86269878   86328168    158      13  150064       1.6466     0.049824
80318        9   86349336   86449431    210      12  150064       1.8273     0.033828
55582        9   86446613   86541428    183      13  150064      0.95711      0.16925
84267        9   86548226   86576665     51      11  150064       2.1774     0.014726
3190         9   86577998   86600692     39       9  150064        1.697     0.044846
80010        9   86590321   86623989     58       9  150064      0.93481      0.17494
64078        9   86885765   86988413    415      47  150064      0.96004      0.16852
4915         9   87278417   87646985   1005      68  150064      0.61855      0.26811
23287        9   88156454   88361944    605      19  150064       2.3085     0.010487
60560        9   88551009   88643350    103      24  150064     -0.43387      0.66781
51280        9   88624018   88720116    287      23  150064      -1.1969      0.88433
389766       9   88830180   88879572    111      18  150064       2.0907     0.018277
81689        9   88874461   88902676     56       7  150064       2.7749    0.0027612
79670        9   88897648   88974402    131      11  150064       2.8493     0.002191
2619         9   89554277   89567104     16       6  150064      0.22636      0.41046
401535       9   89758559   89779641     81       9  150064      -1.2066      0.88621
1612         9   90107601   90328566    813      74  150064     -0.50537      0.69335
1514         9   90335974   90351384     65       8  150064      0.57943      0.28115
286234       9   90492772   90508814     59      12  150064      0.30818      0.37897
441452       9   90527877   90543572      5       1  150064      0.14673      0.44167
23552        9   90576356   90594695     33       8  150064     -0.81675      0.79297
645961       9   90739220   90754900      8       3  150064      0.17121      0.43203
10927        9   90997584   91098623    164       4  150064       1.9824     0.023717
158046       9   91144203   91195704     90      10  150064       0.2455      0.40303
286238       9   91238250   91272075    131      16  150064       2.2031     0.013795
286223       9   91600778   91616057     36      11  150064       1.7899     0.036731
1903         9   91601324   91625070     62      18  150064      0.83153      0.20284
53358        9   91615686   91798682    528      40  150064     -0.18134      0.57195
1164         9   91921113   91936618     54      14  150064      0.92566      0.17731
79048        9   91928394   91979561    119      22  150064     0.061568      0.47545
10507        9   91970706   92117906    528      48  150064      -1.0813      0.86022
10912        9   92214913   92226470     43       8  150064      0.91818      0.17926
54769        9   93367114   93410108    156      28  150064      0.97106      0.16576
6850         9   93559012   93665842    517      59  150064       1.0186      0.15421
549          9   93971097   94129215    376      21  150064       2.1976      0.01399
4783         9   94166327   94191908     64      12  150064      0.59419      0.27619
4920         9   94479878   94717444    950      58  150064      0.98604      0.16206
10558        9   94788416   94882756    352      25  150064       2.7877    0.0026541
3376         9   94967489   95061038    224      19  150064       1.0099      0.15627
55035        9   95054640   95092876     89      11  150064      0.35376      0.36176
401541       9   95082741   95382446    738      24  150064      0.48845      0.31262
4969         9   95141249   95171976     70      10  150064      0.61414      0.26956
4958         9   95171527   95191836     51       9  150064      0.36919      0.35599
54829        9   95213487   95249844     76       9  150064      0.83072      0.20307
1842         9   95250829   95303374    120      14  150064       0.8023      0.21119
64768        9   95370466   95437547    177      18  150064     -0.21506      0.58514
23299        9   95468645   95532083    155      14  150064     -0.87925      0.81037
101929748    9   95562667   95575649     55      11  150064      0.48059       0.3154
83744        9   95602313   95645320    119      17  150064       2.9898     0.001396
89846        9   95704601   95803518    303      29  150064       2.9744    0.0014677
203328       9   95815989   95852420    115      13  150064      0.43773      0.33079
84270        9   95853450   95880565     93      15  150064     0.071162      0.47163
4814         9   95878771   95901570     87      15  150064      0.70576      0.24017
65268        9   95941437   96087854    426      34  150064      0.70112      0.24161
445577       9   96075481   96113696    145      22  150064       1.6901     0.045508
158293       9   96203776   96220874     57      12  150064       4.2582   1.0302e-05
23196        9   96209173   96333397    355      22  150064       4.9013   4.7607e-07
5253         9   96333909   96446869    508      26  150064       4.4008   5.3929e-06
101929519    9   96428303   96440032     48      10  150064       3.4958   0.00023629
56033        9   96708909   96722608     48       7  150064       3.6822   0.00011561
138639       9   96788076   96877138    149      20  150064       4.0713   2.3372e-05
169841       9   97016578   97070291    237      26  150064     0.033493      0.48664
54754        9   97075478   97095926     41      10  150064    -0.073106      0.52914
728026       9   97104492   97114845     12       5  150064     -0.78392      0.78346
84641        9   97131833   97228202    271      16  150064     -0.50126      0.69191
8789         9   97316002   97361075    237      22  150064      -1.4573      0.92748
2203         9   97360415   97407531    185      19  150064     -0.90582      0.81748
84909        9   97483886   97854500    828      27  150064      0.27507      0.39163
2176         9   97856336   98084991    256      21  150064     -0.12374      0.54924
5727         9   98200264   98284247    197      22  150064     -0.89582      0.81483
375748       9   98632900   98736122    271      20  150064       1.7912     0.036633
158434       9   98863943   98883693     59      12  150064      -0.1086      0.54324
3293         9   98992588   99069662    276      33  150064     -0.10374      0.54131
11046        9   99070719   99150992    307      21  150064     -0.32442      0.62719
195828       9   99143223   99185669    107       7  150064    -0.086145      0.53432
22927        9   99207414   99258618    101      10  150064       1.0405      0.14905
8555         9   99247807   99387112    133      22  150064       1.0837      0.13924
195827       9   99398109   99422603     14       7  150064     -0.49672      0.69031
22869        9   99513147   99545401     53       4  150064      -1.0053      0.84262
158431       9   99573754   99701169    141      14  150064     -0.69895      0.75771
441457       9   99686286   99709572     25       4  150064     -0.34305      0.63422
1515         9   99786959   99806925     33       4  150064      0.90305      0.18325
100499483    9  100064910  100144577    200      15  150064     -0.40774      0.65827
23424        9  100169302  100263407    189      20  150064      -1.0736       0.8585
7111         9  100258462  100372177    271      40  150064     -0.54564      0.70734
158427       9  100357362  100400962     45      13  150064        1.126      0.13007
4686         9  100390705  100441030     43      14  150064      0.61089      0.27064
7507         9  100432191  100464691     35      10  150064       1.5273     0.063342
2304         9  100610537  100623997     63       7  150064     -0.28032      0.61038
51531        9  100657380  100689852     97      12  150064      0.36831      0.35632
55363        9  100684073  100712197     54       6  150064       1.2097       0.1132
10541        9  100740479  100785860     68      14  150064       1.9825     0.023711
9830         9  100793071  100886695    207      28  150064      0.86156      0.19446
54187        9  100813959  100850365     62       9  150064     0.052209      0.47918
7464         9  100878257  100959956    313      49  150064      0.23788      0.40599
55357        9  100956280  101023003    287      28  150064       1.6721     0.047252
9568         9  101045364  101476479   1677     149  150064       4.9921   2.9858e-07
203286       9  101489291  101563794    156      19  150064     -0.49647      0.69022
79695        9  101564981  101617363    123      26  150064    -0.065005      0.52591
1306         9  101700995  101838074    372      39  150064      -1.1396      0.87277
7046         9  101862412  101921474    103      11  150064     -0.38112      0.64844
85365        9  101973707  101989246     37       7  150064      0.26044      0.39726
10952        9  101979570  101997901     48       5  150064     -0.25794      0.60178
8013         9  102579137  102634173     64      14  150064      0.50434      0.30701
55014        9  102663915  102741818    142      14  150064       1.1515      0.12476
23071        9  102736461  102866330    235      20  150064       2.5753    0.0050074
27130        9  102856467  103068908    483      18  150064       3.2923   0.00049686
54881        9  103059357  103120856    137      14  150064      0.97479      0.16483
91283        9  103184495  103219016     94       8  150064      0.80389      0.21073
100526694    9  103199188  103344918    356      22  150064       1.1095      0.13361
8577         9  103230520  103344918    277      19  150064       1.0902      0.13782
347273       9  103335361  103355671     72      11  150064       1.1414      0.12686
54886        9  103786031  104092417    997      66  150064       1.2887     0.098746
570          9  104117699  104152287    101       8  150064     -0.60774      0.72832
54534        9  104146096  104165919     51      14  150064      0.13324        0.447
7743         9  104156136  104177942     76      10  150064     -0.78157      0.78277
229          9  104177842  104203062     80      13  150064     -0.42951      0.66622
84302        9  104230442  104254475     70      19  150064      0.27343      0.39226
56254        9  104291131  104330626     90      19  150064       1.1405      0.12704
116443       9  104326634  104505862    690      30  150064       1.0216      0.15348
5535         9  104348897  104362283     39      11  150064       1.8357     0.033203
1539         9  105752593  105785770    129      13  150064      0.85652      0.19586
10592        9  106851213  106908700    150      15  150064      0.41616      0.33865
138805       9  107261544  107272503     41       8  150064     -0.83374      0.79779
138804       9  107283534  107294490     43       7  150064     -0.46325      0.67841
138803       9  107293051  107304094     36       8  150064      -1.4757      0.92999
138802       9  107326449  107337411     20       6  150064      0.63522      0.26264
138799       9  107355738  107366694     86       6  150064    -0.043933      0.51752
392376       9  107361952  107372908     83       6  150064     0.050224      0.47997
286362       9  107374529  107385485     33       5  150064      0.17501      0.43053
286365       9  107451703  107462743     40       7  150064     -0.69753      0.75727
25934        9  107504969  107527403     69      14  150064      -1.1525      0.87543
55335        9  107521022  107545045     66      13  150064     -0.74046      0.77049
19           9  107538283  107695527    637      84  150064       1.2122      0.11271
23446        9  108001906  108205785    458      29  150064   0.00017064      0.49993
83856        9  108205077  108319714    268      24  150064     -0.53417      0.70339
2218         9  108315411  108408399    188      28  150064      -1.0965      0.86356
6887         9  108413562  108430393     54      11  150064       1.1234      0.13062
55151        9  108451806  108543892    294      12  150064       1.0211      0.15361
58499        9  109617469  109780525    297      44  150064        2.126     0.016751
5887         9  110040517  110099475    197      20  150064       1.4931     0.067701
9314         9  110242133  110257047     36       5  150064     -0.42418      0.66428
10880        9  111611868  111623275     66       8  150064      -1.6104      0.94635
10881        9  111619603  111631035     68      12  150064     -0.76298      0.77726
8518         9  111624800  111701608    330      27  150064       2.1814     0.014579
54942        9  111691673  111708238     44       9  150064       1.7599     0.039214
8727         9  111699849  111780829    234      25  150064       1.6763     0.046837
23731        9  111772415  111887225    431      27  150064        1.115      0.13243
23732        9  111894581  111934571    149      25  150064       1.0212      0.15359
54566        9  111929254  112088021    398      59  150064      0.49142      0.31157
5774         9  112132974  112265593    365      32  150064       1.3747     0.084611
114299       9  112398068  112718756   1265      87  150064       1.4572     0.072537
445815       9  112537577  112939792   1322     126  150064     -0.64431      0.74031
11217        9  112805878  112939792    407      56  150064     -0.70341       0.7591
401546       9  112956841  112975413     69      15  150064       1.6732     0.047147
7295         9  113001092  113023920     89      24  150064      0.93707      0.17436
255220       9  113060762  113105163    176      39  150064      -1.1546      0.87587
79987        9  113122528  113347160    909      67  150064      0.13306      0.44707
4593         9  113425935  113571386    433      50  150064     -0.60538      0.72754
1902         9  113630542  113806523    557      41  150064      0.86512      0.19349
26248        9  114084763  114096952     14       4  150064       1.0751      0.14116
23392        9  114117973  114252025    348      25  150064       1.6641     0.048043
158399       9  114282439  114345124    202      32  150064      0.77684      0.21863
22949        9  114307002  114367135    226      39  150064     -0.21775      0.58619
548645       9  114388632  114421631    129      19  150064       1.4969     0.067211
552891       9  114388632  114437526    199      25  150064       1.0594       0.1447
2790         9  114418851  114437526     90      11  150064      0.46007      0.32273
158401       9  114443901  114562556    437      20  150064       1.0148      0.15511
7357         9  114654206  114702649    231      34  150064      0.51094       0.3047
64420        9  114798061  114942577    365      37  150064      0.84361      0.19944
9991         9  114974995  115100944    334      11  150064       3.7126   0.00010257
84263        9  115137189  115239685    314      17  150064        2.642    0.0041204
158405       9  115244248  115432587    398      36  150064       2.0527      0.02005
58493        9  115443786  115485387     99      16  150064      0.71728       0.2366
401548       9  115506911  115642267    456      22  150064       0.2921      0.38511
57864        9  115636200  115658193     69      13  150064      0.59624      0.27551
169834       9  115754400  115779472     88      13  150064       1.1952        0.116
7539         9  115799144  115824043     47      14  150064       2.2386      0.01259
1318         9  115908238  115931422    102      17  150064     -0.49287      0.68895
23307        9  115922800  115988641    252      20  150064     -0.29213      0.61491
1317         9  115978808  116031772    163      22  150064       1.6339     0.051142
246184       9  116024288  116042869     69      12  150064      0.91153      0.18101
9128         9  116032914  116061079     89      13  150064      0.58835      0.27815
138065       9  116054373  116070554     45      10  150064      0.50459      0.30692
114987       9  116070502  116107620    110      14  150064      0.83955      0.20058
54836        9  116106812  116138513    181      26  150064      0.29151      0.38533
81932        9  116130698  116144289     86      20  150064      0.16092      0.43608
210          9  116143592  116168618     70      21  150064       1.0249      0.15269
54107        9  116164515  116178029     34       6  150064      0.72966       0.2328
257169       9  116167924  116196964     76       8  150064      0.58258      0.28009
5998         9  116202009  116365023    421      15  150064     0.012258      0.49511
114991       9  116633562  116823875    550      45  150064      -0.3204      0.62567
259          9  116817407  116845752     97      16  150064      -1.3619      0.91338
113220       9  116848903  116866600     71      14  150064     -0.35248      0.63776
85301        9  116913231  117077975    635      92  150064      0.62401      0.26631
5004         9  117080303  117093759     45      11  150064     -0.35124       0.6373
5005         9  117087069  117100536     36       9  150064      -1.7652      0.96123
80709        9  117091429  117165783    147      21  150064      0.62924       0.2646
25861        9  117159360  117272789    370      27  150064     0.041219      0.48356
9550         9  117344994  117366152     50      13  150064       2.7978    0.0025729
203197       9  117368706  117413703    209      18  150064      0.92017      0.17874
100505478    9  117423714  117449369    148      23  150064      0.19017      0.42459
9966         9  117541915  117573408     54      16  150064       1.9997     0.022769
944          9  117650623  117697875    136      10  150064      0.38278      0.35094
3371         9  117776854  117885536    343      36  150064       1.6908     0.045438
50514        9  117899097  118169923    993      64  150064       1.6677      0.04769
5069         9  118911071  119169600    463      77  150064       1.0527      0.14625
23245        9  119182504  120182317   3198     167  150064     -0.39474      0.65348
22954        9  119355147  119468579    306      19  150064     -0.24089      0.59518
7099         9  120461453  120484769     68      16  150064        1.003      0.15792
1620         9  121923907  122136739    487      50  150064        3.718    0.0001004
55755        9  123146147  123347448    273      22  150064     0.080575      0.46789
1955         9  123358196  123481765    145      11  150064     -0.70186      0.75862
26190        9  123514254  123560740     67      11  150064      0.16568       0.4342
5711         9  123573331  123610299     48       9  150064    -0.026203      0.51045
26147        9  123612929  123662168     95      11  150064      0.68877      0.24548
7185         9  123659671  123696451    119      10  150064       1.3532     0.087989
727          9  123709613  123817554    251      26  150064       3.0703    0.0010694
11064        9  123832170  123944888    262      17  150064       2.5046    0.0061287
51552        9  123935415  123969365     92      15  150064       2.5963    0.0047111
2934         9  124025380  124100122    219      27  150064      0.28445      0.38803
2040         9  124096266  124137582    112      22  150064     -0.49933      0.69123
153090       9  124324162  124552809    509      71  150064       0.6265      0.26549
158135       9  124572953  124860885   1014      59  150064       2.3138     0.010339
4702         9  124889745  124927098    141      17  150064      -1.0482      0.85272
254956       9  124917190  124967368    153      28  150064      0.30953      0.37846
26468        9  124959856  124996166     60      20  150064      0.57595      0.28232
92400        9  124996834  125032143     85      13  150064     -0.63896      0.73857
92399        9  125021882  125090743     66      19  150064     0.053828      0.47854
5742         9  125127809  125162982    116      20  150064    -0.060033      0.52394
26740        9  125226369  125281376    179      39  150064     -0.21144      0.58373
347168       9  125234237  125245205     43      12  150064     -0.25024       0.5988
26219        9  125276420  125287361     32      10  150064     -0.46455      0.67887
138883       9  125283637  125294572     51       8  150064     -0.80994      0.79101
138882       9  125310449  125321441     97      12  150064     -0.27275      0.60748
138881       9  125324827  125335756     71       9  150064    -0.057214      0.52281
158131       9  125372017  125382961     51      11  150064        1.131      0.12902
347169       9  125385858  125396814     56      12  150064       1.5802     0.057033
26737        9  125418995  125429927     15       5  150064      0.61136      0.27048
26735        9  125432409  125443383     30       6  150064      0.32618      0.37214
254973       9  125481269  125492204     27       4  150064      0.10623       0.4577
392390       9  125507127  125518062     23       4  150064     -0.22534      0.58914
392391       9  125546212  125557174     18       5  150064      0.41797      0.33798
392392       9  125557402  125568352     24       6  150064      0.66202      0.25398
5082         9  125575376  125595935     28       8  150064      0.29228      0.38504
54542        9  125601835  125672562    133      19  150064     -0.40589      0.65759
10773        9  125665335  125681365     34       9  150064     -0.78121      0.78266
57684        9  125672845  125698792     54      12  150064     -0.12362      0.54919
23637        9  125698288  125872147    298      17  150064      0.24043        0.405
2844         9  125790916  125806380     17       5  150064      0.51225      0.30424
55342        9  125873338  126035855    180      26  150064     0.021238      0.49153
286204       9  126113448  126146034    103      19  150064       0.9424      0.17299
57706        9  126136933  126697423   1373      57  150064     -0.40844      0.65852
9355         9  126768889  126800572     85      10  150064     -0.29078      0.61439
10783        9  127014885  127119721    247      26  150064     0.094808      0.46223
5695         9  127110744  127182752    110      14  150064     -0.10992      0.54376
347088       9  127208423  127244379     78      11  150064      -0.8632      0.80599
2516         9  127238515  127274769     62       8  150064      -0.6982      0.75747
2649         9  127274554  127538589    177      18  150064     -0.73475      0.76875
169611       9  127534435  127582161     73      17  150064    -0.092112       0.5367
401551       9  127610627  127625170     44       8  150064      0.96277      0.16783
